"Time","Video title","Video link","Post time","Total likes","Total comments","Total shares","Total views"
"19 de septiembre","Esto es una locura. Viva el korean beauty! #koreanbeauty #skincare","https://www.tiktok.com/@hoymegusto/video/7682347781289217302","6 de septiembre","218","0","2","2840"
"19 de septiembre","The Ordinary Original #rutinafacial #cuidadopersonal #guapastiktok","https://www.tiktok.com/@hoymegusto/video/7680683308577049878","1 de septiembre","19","0","0","1421"
"19 de septiembre","Un bote de estos NO es barato… y la marca no te dice lo molesto Kérastase Genesis · uso diario (o te comes el 2º bote) · 40–55 € Sigueme #kerastase  #caidacapilar #haircareroutine  #amazon  #sigueme ","https://www.tiktok.com/@hoymegusto/video/7684333353352334614","11 de septiembre","1","0","1","821"
"19 de septiembre","Los poros no se cierran. Te venden lo contrario. Tras el gym: un disco. Medicube Zero Pore Pad. AHA+BHA → protector solar. Sin milagros, con constancia. Link en bio.  #skincare  #pores  #gym  #hoymegusto ","https://www.tiktok.com/@hoymegusto/video/7682661716454378774","7 de septiembre","3","0","0","794"
"19 de septiembre","El limpiador que TODO el mundo recomienda… y del que NADIE te cuenta la pega CeraVe Blemish Control · ~11 € La pega: tirantez → hidrata después. Bio.  #pielgrasa  #skincare  #acidosalicilico #belleza","https://www.tiktok.com/@hoymegusto/video/7682800281070865686","7 de septiembre","2","0","1","785"
"19 de septiembre","La esencia caracol más famosa en serum… y la pega honesta: me da cosita ponerme baba de caracol. COSRX Advanced Snail 96 Mucin Power Essence 100 ml · Casi 15 EUR. Sígueme #SKINCARE #SERUM #BELLEZA ","https://www.tiktok.com/@hoymegusto/video/7685484523550805270","14 de septiembre","0","0","1","790"
"19 de septiembre","Centella + Vita C en pack doble… y la pega que nadie dice Beauty of Joseon Light On Centella + Vita C Serum (pack de 2, 29.8 ml cada uno) · Casi 40 EUR  Pega honesta: Una reseña no observó ningún efecto sobre la piel pese a que el sérum es agradable de usar. #sigueme #vitamin #rutinafacial #cvitaminiserumu #serum","https://www.tiktok.com/@hoymegusto/video/7684660907296820502","12 de septiembre","1","0","1","782"
"19 de septiembre","Boquilla alisadora compatible dorada para Dyson Airwrap HS01/HS05/HS08 · Menos de 37 EUR · Pega honesta: no alisa como una plancha; solo funciona parecido a secador y cepillo y
 no compensa el precio. #pelo #dyson #alisado ","https://www.tiktok.com/@hoymegusto/video/7685869740853562646","15 de septiembre","2","0","0","782"
"19 de septiembre","El sérum PDRN de moda… no es magia en un frasco Hidrata y da glow si lo usas constante — unos 12€ medicube PDRN Pink Peptide · bio Sigueme  #medicube #pdrn #skincare #kbeauty #sigueme ","https://www.tiktok.com/@hoymegusto/video/7684532095703665942","12 de septiembre","1","0","1","277"
"19 de septiembre","102.711 valoraciones. Pero no son suyas. Lo bueno:spray sin aclarado, desenreda y quita el encrespamiento Lo malo: Amazon junta más valoraciones. Mira cual estás pidiendo. #cuidadodelcabello #revlon #pelo ","https://www.tiktok.com/@hoymegusto/video/7681170942973824278","3 de septiembre","0","0","0","276"
"19 de septiembre","Cerave Loción Hidratante #cuidadopersonal","https://www.tiktok.com/@hoymegusto/video/7681382323928976662","3 de septiembre","0","0","0","275"
"19 de septiembre","Lo recomienda todo el mundo, y justo por eso desconfías 🧴 Las reseñas repiten lo mismo: cara más limpia, imperfecciones menos visibles, textura más lisa. Los poros no desaparecen, se ven más finos. La pega: deja tirantez, incluso en piel grasa. No es para dejarlo, es el modo de empleo — hidratante justo después y protector solar por la mañana. 4,7 con 34.961 valoraciones. Unos 11 € los 236 ml. #cerave #pielgrasa #skincare #acidosalicilico #hazmeviral ","https://www.tiktok.com/@hoymegusto/video/7682909153349717270","7 de septiembre","3","0","1","276"
"19 de septiembre","Descubriendo por qué todo el mundo está obsesionado con el K-beauty 🇰🇷💄 La piel de porcelana empieza aquí #kbeauty #kb_group #kbeautyproducts #skincareaddict","https://www.tiktok.com/@hoymegusto/video/7682334553876303126","6 de septiembre","1","0","0","273"
"19 de septiembre","Anti-frizz térmico para teñido… y la pega con sonrisa Kérastase Chroma Absolu Chroma Thermique Serum 150 ml · Menos de 29 EUR ·  Pega honesta: Hay dice que, pese a usarlo, sigue con el pelo algo encrespado.  Sígueme #hair #hairtok #encrespamiento #sigueme ","https://www.tiktok.com/@hoymegusto/video/7685051792983493890","13 de septiembre","0","0","1","276"
"19 de septiembre","Ninguna crema te quita la celulitis. Esta tampoco ☀️ Pero te vas a gustar más al espejo. Lo que sí hace: piel hidratada, más suave y más firme. Lo dicen las reseñas, no la marca. La clave: constancia y masaje. Dos minutos al salir de la ducha. 4,2 con 4.321 valoraciones. Unos 10 €. #celulitis #cuidadocorporal #verano #pielbonita","https://www.tiktok.com/@hoymegusto/video/7681940993507151126","5 de septiembre","1","0","0","269"
