"Time","Video title","Video link","Post time","Total likes","Total comments","Total shares","Total views"
"11 de septiembre","Esto es una locura. Viva el korean beauty! #koreanbeauty #skincare","https://www.tiktok.com/@hoymegusto/video/7682347781289217302","6 de septiembre","218","0","2","2832"
"11 de septiembre","The Ordinary Original #rutinafacial #cuidadopersonal #guapastiktok","https://www.tiktok.com/@hoymegusto/video/7680683308577049878","1 de septiembre","19","0","0","1419"
"11 de septiembre","Los poros no se cierran. Te venden lo contrario. Tras el gym: un disco. Medicube Zero Pore Pad. AHA+BHA → protector solar. Sin milagros, con constancia. Link en bio.  #skincare  #pores  #gym  #hoymegusto ","https://www.tiktok.com/@hoymegusto/video/7682661716454378774","7 de septiembre","3","0","0","792"
"11 de septiembre","El limpiador que TODO el mundo recomienda… y del que NADIE te cuenta la pega CeraVe Blemish Control · ~11 € La pega: tirantez → hidrata después. Bio.  #pielgrasa  #skincare  #acidosalicilico #belleza","https://www.tiktok.com/@hoymegusto/video/7682800281070865686","7 de septiembre","2","0","1","782"
"11 de septiembre","102.711 valoraciones. Pero no son suyas. Lo bueno:spray sin aclarado, desenreda y quita el encrespamiento Lo malo: Amazon junta más valoraciones. Mira cual estás pidiendo. #cuidadodelcabello #revlon #pelo ","https://www.tiktok.com/@hoymegusto/video/7681170942973824278","3 de septiembre","0","0","0","275"
"11 de septiembre","Cerave Loción Hidratante #cuidadopersonal","https://www.tiktok.com/@hoymegusto/video/7681382323928976662","3 de septiembre","0","0","0","272"
"11 de septiembre","Descubriendo por qué todo el mundo está obsesionado con el K-beauty 🇰🇷💄 La piel de porcelana empieza aquí #kbeauty #kb_group #kbeautyproducts #skincareaddict","https://www.tiktok.com/@hoymegusto/video/7682334553876303126","6 de septiembre","1","0","0","270"
"11 de septiembre","Ninguna crema te quita la celulitis. Esta tampoco ☀️ Pero te vas a gustar más al espejo. Lo que sí hace: piel hidratada, más suave y más firme. Lo dicen las reseñas, no la marca. La clave: constancia y masaje. Dos minutos al salir de la ducha. 4,2 con 4.321 valoraciones. Unos 10 €. #celulitis #cuidadocorporal #verano #pielbonita","https://www.tiktok.com/@hoymegusto/video/7681940993507151126","5 de septiembre","1","0","0","268"
"11 de septiembre","Los sábados nos sientan bien #skincare #guapastiktok","https://www.tiktok.com/@hoymegusto/video/7681933825093520662","5 de septiembre","0","0","0","264"
"11 de septiembre","Lo recomienda todo el mundo, y justo por eso desconfías 🧴 Las reseñas repiten lo mismo: cara más limpia, imperfecciones menos visibles, textura más lisa. Los poros no desaparecen, se ven más finos. La pega: deja tirantez, incluso en piel grasa. No es para dejarlo, es el modo de empleo — hidratante justo después y protector solar por la mañana. 4,7 con 34.961 valoraciones. Unos 11 € los 236 ml. #cerave #pielgrasa #skincare #acidosalicilico #hazmeviral ","https://www.tiktok.com/@hoymegusto/video/7682909153349717270","7 de septiembre","3","0","1","267"
"11 de septiembre","The ordinary - v2 #rutinafacial #cuidadopersonal","https://www.tiktok.com/@hoymegusto/video/7680823733140966678","2 de septiembre","1","0","0","251"
"11 de septiembre","The ordinary x4 #rutinafacial #cuidadopersonal #guapastiktok","https://www.tiktok.com/@hoymegusto/video/7680685526457912598","1 de septiembre","0","0","0","191"
"11 de septiembre","Nadie ha dormido bien. La diferencia es quién lo disimula 🐼 Lo bueno: se pone en 2 minutos con la esponjita y no se mete en las arruguitas. Lo malo: el tubo es diminuto y con piel grasa toca retocar por la tarde. 4,5 con 20.600 valoraciones. Ronda los 7 €. #corrector #ojeras #maquillajefacil #maybelline","https://www.tiktok.com/@hoymegusto/video/7679873385693777154","30 de agosto","0","0","0","3"
